,Uniprot,Protein Symbol,Antibody Link,Number of Antibodies,Number of Providers,Number of Ref-ed Antibodies,Article Count,Interactions,GO Score,UV Score,Overall Score,GO Terms
220,Q13075,NAIP,None,0,32,0,15,3,0,2,,"['C:basolateral plasma membrane', 'C:canonical inflammasome complex', 'C:cytoplasm', 'C:IPAF inflammasome complex', 'F:ATP binding', 'F:ATP hydrolysis activity', 'F:cysteine-type endopeptidase inhibitor activity', 'F:cysteine-type endopeptidase inhibitor activity involved in apoptotic process', 'F:metal ion binding', 'F:protein serine/threonine kinase binding', 'P:apoptotic process', 'P:defense response to bacterium', 'P:detection of bacterium', 'P:icosanoid biosynthetic process', 'P:inflammatory response', 'P:innate immune response', 'P:negative regulation of apoptotic process', 'P:negative regulation of cysteine-type endopeptidase activity involved in apoptotic process', 'P:negative regulation of neuron apoptotic process', 'P:negative regulation of tumor necrosis factor-mediated signaling pathway', 'P:nervous system development', 'P:pattern recognition receptor signaling pathway', 'P:positive regulation of inflammatory response', 'P:positive regulation of interleukin-1 beta production', 'P:positive regulation of JNK cascade', 'P:pyroptosis', 'P:regulation of apoptotic process']"
221,Q13098,GPS1,None,0,35,0,6,5,0,3,,"['C:COP9 signalosome', 'C:cytoplasm', 'C:cytosol', 'C:nucleoplasm', 'C:nucleus', 'F:GTPase inhibitor activity', 'P:JNK cascade', 'P:protein deneddylation', 'P:protein neddylation', 'P:regulation of protein neddylation']"
222,Q13129,RLF,None,0,13,0,6,0,6,-4,,"['C:nucleus', 'F:DNA binding', 'F:DNA-binding transcription activator activity, RNA polymerase II-specific', 'F:DNA-binding transcription factor activity, RNA polymerase II-specific', 'F:metal ion binding', 'P:positive regulation of DNA-templated transcription', 'P:positive regulation of transcription by RNA polymerase II', 'P:regulation of transcription by RNA polymerase II']"
223,Q13131,PRKAA1,None,0,45,0,13,5,2,3,,"['C:apical plasma membrane', 'C:axon', 'C:chromatin', 'C:cytoplasm', 'C:cytosol', 'C:dendrite', 'C:neuronal cell body', 'C:nuclear speck', 'C:nucleoplasm', 'C:nucleotide-activated protein kinase complex', 'C:nucleus', 'F:[acetyl-CoA carboxylase] kinase activity', 'F:[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity', 'F:AMP-activated protein kinase activity', 'F:ATP binding', 'F:cAMP-dependent protein kinase activity', 'F:chromatin binding', 'F:histone H2BS36 kinase activity', 'F:metal ion binding', 'F:protein kinase activity', 'F:protein serine kinase activity', 'F:protein serine/threonine kinase activity', 'F:tau protein binding', 'F:tau-protein kinase activity', 'P:autophagy', 'P:bile acid and bile salt transport', 'P:bile acid signaling pathway', 'P:CAMKK-AMPK signaling cascade', 'P:cellular response to calcium ion', 'P:cellular response to ethanol', 'P:cellular response to glucose starvation', 'P:cellular response to glucose stimulus', 'P:cellular response to hydrogen peroxide', 'P:cellular response to hypoxia', 'P:cellular response to nutrient levels', 'P:cellular response to organonitrogen compound', 'P:cellular response to oxidative stress', 'P:cellular response to prostaglandin E stimulus', 'P:cellular response to xenobiotic stimulus', 'P:cholesterol biosynthetic process', 'P:cold acclimation', 'P:energy homeostasis', 'P:fatty acid biosynthetic process', 'P:fatty acid homeostasis', 'P:fatty acid oxidation', 'P:glucose homeostasis', 'P:glucose metabolic process', 'P:lipid biosynthetic process', 'P:lipid droplet disassembly', 'P:motor behavior', 'P:negative regulation of apoptotic process', 'P:negative regulation of gene expression', 'P:negative regulation of glucosylceramide biosynthetic process', 'P:negative regulation of hepatocyte apoptotic process', 'P:negative regulation of insulin receptor signaling pathway', 'P:negative regulation of lipid catabolic process', 'P:negative regulation of TOR signaling', 'P:negative regulation of TORC1 signaling', 'P:negative regulation of tubulin deacetylation', 'P:neuron cellular homeostasis', 'P:positive regulation of adipose tissue development', 'P:positive regulation of autophagy', 'P:positive regulation of cell population proliferation', 'P:positive regulation of cholesterol biosynthetic process', 'P:positive regulation of DNA-templated transcription', 'P:positive regulation of gene expression', 'P:positive regulation of glycolytic process', 'P:positive regulation of mitochondrial transcription', 'P:positive regulation of peptidyl-lysine acetylation', 'P:positive regulation of protein localization', 'P:positive regulation of protein targeting to mitochondrion', 'P:positive regulation of skeletal muscle tissue development', 'P:protein localization to lipid droplet', 'P:protein phosphorylation', 'P:regulation of bile acid secretion', 'P:regulation of circadian rhythm', 'P:regulation of microtubule cytoskeleton organization', 'P:regulation of peptidyl-serine phosphorylation', 'P:regulation of stress granule assembly', 'P:regulation of vesicle-mediated transport', 'P:response to activity', 'P:response to caffeine', 'P:response to estrogen', 'P:response to gamma radiation', 'P:response to hypoxia', 'P:response to UV', 'P:rhythmic process', 'P:signal transduction', 'P:Wnt signaling pathway']"
224,Q13325,IFIT5,None,0,27,0,5,2,1,3,,"['C:actin cytoskeleton', 'C:apical part of cell', 'C:cytosol', 'C:plasma membrane', 'C:ruffle membrane', 'F:double-stranded DNA binding', 'F:poly(U) RNA binding', 'F:RNA binding', 'F:RNA cap binding', 'F:single-stranded RNA binding', 'F:tRNA binding', 'P:defense response to virus', 'P:innate immune response', 'P:negative regulation of viral genome replication', 'P:positive regulation of canonical NF-kappaB signal transduction']"
225,Q13426,XRCC4,None,0,33,0,364,6,3,2,,"['C:cytosol', 'C:DNA ligase IV complex', 'C:DNA-dependent protein kinase-DNA ligase 4 complex', 'C:nonhomologous end joining complex', 'C:nucleoplasm', 'C:nucleus', 'C:site of double-strand break', 'F:FHA domain binding', 'F:identical protein binding', 'P:cellular response to lithium ion', 'P:DNA ligation involved in DNA repair', 'P:double-strand break repair', 'P:double-strand break repair via nonhomologous end joining', 'P:immunoglobulin V(D)J recombination', 'P:positive regulation of ligase activity', 'P:protein localization to site of double-strand break', 'P:response to X-ray']"
226,Q13433,SLC39A6,None,0,36,0,1,2,0,-4,,"['C:apical plasma membrane', 'C:cell surface', 'C:endoplasmic reticulum', 'C:lamellipodium membrane', 'C:membrane raft', 'C:plasma membrane', 'F:monoatomic cation:bicarbonate symporter activity', 'F:zinc ion transmembrane transporter activity', 'P:epithelial to mesenchymal transition', 'P:intracellular monoatomic cation homeostasis', 'P:intracellular zinc ion homeostasis', 'P:lymphocyte activation', 'P:T cell receptor signaling pathway', 'P:zinc ion import across plasma membrane', 'P:zinc ion transmembrane transport']"
227,Q13546,RIPK1,None,0,43,0,37,9,1,-4,,"['C:cytosol', 'C:death-inducing signaling complex', 'C:endosome membrane', 'C:mitochondrion', 'C:plasma membrane', 'C:protein-containing complex', 'C:receptor complex', 'C:ripoptosome', 'F:ATP binding', 'F:death domain binding', 'F:death receptor binding', 'F:identical protein binding', 'F:JUN kinase kinase kinase activity', 'F:protein homodimerization activity', 'F:protein kinase activity', 'F:protein serine kinase activity', 'F:protein serine/threonine kinase activity', 'F:protein-containing complex binding', 'F:signaling adaptor activity', 'F:ubiquitin protein ligase binding', 'P:amyloid fibril formation', 'P:apoptotic process', 'P:cellular response to growth factor stimulus', 'P:cellular response to hydrogen peroxide', 'P:cellular response to tumor necrosis factor', 'P:extrinsic apoptotic signaling pathway', 'P:inflammatory response', 'P:intracellular signal transduction', 'P:necroptotic process', 'P:necroptotic signaling pathway', 'P:negative regulation of apoptotic process', 'P:negative regulation of canonical NF-kappaB signal transduction', 'P:negative regulation of extrinsic apoptotic signaling pathway', 'P:negative regulation of extrinsic apoptotic signaling pathway in absence of ligand', 'P:negative regulation of necroptotic process', 'P:peptidyl-serine autophosphorylation', 'P:positive regulation of apoptotic process', 'P:positive regulation of canonical NF-kappaB signal transduction', 'P:positive regulation of execution phase of apoptosis', 'P:positive regulation of extrinsic apoptotic signaling pathway', 'P:positive regulation of gene expression', 'P:positive regulation of inflammatory response', 'P:positive regulation of interleukin-6-mediated signaling pathway', 'P:positive regulation of interleukin-8 production', 'P:positive regulation of JNK cascade', 'P:positive regulation of macrophage differentiation', 'P:positive regulation of miRNA processing', 'P:positive regulation of necroptotic process', 'P:positive regulation of neuron apoptotic process', 'P:positive regulation of NF-kappaB transcription factor activity', 'P:positive regulation of non-canonical NF-kappaB signal transduction', 'P:positive regulation of programmed cell death', 'P:positive regulation of programmed necrotic cell death', 'P:positive regulation of protein phosphorylation', 'P:positive regulation of reactive oxygen species metabolic process', 'P:positive regulation of transcription by RNA polymerase II', 'P:positive regulation of tumor necrosis factor production', 'P:positive regulation of tumor necrosis factor-mediated signaling pathway', 'P:programmed necrotic cell death', 'P:protein autophosphorylation', 'P:protein catabolic process', 'P:regulation of ATP:ADP antiporter activity', 'P:response to oxidative stress', 'P:response to tumor necrosis factor', 'P:ripoptosome assembly', 'P:ripoptosome assembly involved in necroptotic process', 'P:T cell apoptotic process', 'P:tumor necrosis factor-mediated signaling pathway']"
228,Q13557,CAMK2D,None,0,35,0,0,5,1,2,,"['C:calcium- and calmodulin-dependent protein kinase complex', 'C:cytoplasm', 'C:cytosol', 'C:endocytic vesicle membrane', 'C:membrane', 'C:neuron projection', 'C:nucleoplasm', 'C:nucleus', 'C:sarcolemma', 'C:sarcoplasmic reticulum membrane', 'F:ATP binding', 'F:calmodulin binding', 'F:calmodulin-dependent protein kinase activity', 'F:identical protein binding', 'F:protein homodimerization activity', 'F:protein serine kinase activity', 'F:protein serine/threonine kinase activity', 'F:sodium channel inhibitor activity', 'F:titin binding', 'F:transmembrane transporter binding', 'P:cardiac muscle cell contraction', 'P:cellular response to calcium ion', 'P:endoplasmic reticulum calcium ion homeostasis', 'P:negative regulation of sodium ion transmembrane transport', 'P:negative regulation of sodium ion transmembrane transporter activity', 'P:peptidyl-serine phosphorylation', 'P:peptidyl-threonine phosphorylation', 'P:positive regulation of cardiac muscle cell apoptotic process', 'P:positive regulation of cardiac muscle hypertrophy', 'P:protein autophosphorylation', 'P:protein phosphorylation', 'P:regulation of calcium ion transmembrane transport via high voltage-gated calcium channel', 'P:regulation of cardiac muscle cell action potential', 'P:regulation of cardiac muscle cell action potential involved in regulation of contraction', 'P:regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion', 'P:regulation of cell communication by electrical coupling', 'P:regulation of cell communication by electrical coupling involved in cardiac conduction', 'P:regulation of cell growth', 'P:regulation of cellular localization', 'P:regulation of heart contraction', 'P:regulation of heart rate by cardiac conduction', 'P:regulation of membrane depolarization', 'P:regulation of relaxation of cardiac muscle', 'P:regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum', 'P:regulation of ryanodine-sensitive calcium-release channel activity', 'P:regulation of the force of heart contraction', 'P:regulation of transcription by RNA polymerase II', 'P:relaxation of cardiac muscle']"
229,Q13616,CUL1,None,0,41,0,49,17,0,2,,"['C:cullin-RING ubiquitin ligase complex', 'C:cytoplasm', 'C:cytosol', 'C:nucleoplasm', 'C:nucleus', 'C:Parkin-FBXW7-Cul1 ubiquitin ligase complex', 'C:plasma membrane', 'C:SCF ubiquitin ligase complex', 'F:protein-macromolecule adaptor activity', 'F:ubiquitin ligase complex scaffold activity', 'F:ubiquitin protein ligase binding', 'P:animal organ morphogenesis', 'P:cell population proliferation', 'P:G1/S transition of mitotic cell cycle', 'P:intrinsic apoptotic signaling pathway', 'P:positive regulation of canonical NF-kappaB signal transduction', 'P:proteasome-mediated ubiquitin-dependent protein catabolic process', 'P:protein K48-linked ubiquitination', 'P:protein monoubiquitination', 'P:protein ubiquitination', 'P:SCF-dependent proteasomal ubiquitin-dependent protein catabolic process']"
230,Q13617,CUL2,None,0,41,0,69,4,0,3,,"['C:Cul2-RING ubiquitin ligase complex', 'C:cytosol', 'C:nucleolus', 'C:nucleoplasm', 'C:SCF ubiquitin ligase complex', 'C:VCB complex', 'F:protein-containing complex binding', 'F:protein-macromolecule adaptor activity', 'F:ubiquitin ligase complex scaffold activity', 'F:ubiquitin protein ligase binding', 'F:ubiquitin-protein transferase activity', 'P:G1/S transition of mitotic cell cycle', 'P:intrinsic apoptotic signaling pathway', 'P:protein ubiquitination', 'P:SCF-dependent proteasomal ubiquitin-dependent protein catabolic process', 'P:ubiquitin-dependent protein catabolic process via the C-end degron rule pathway']"
231,Q13625,TP53BP2,None,0,33,0,6,3,0,3,,"['C:cell junction', 'C:cytoplasm', 'C:cytosol', 'C:nucleoplasm', 'C:nucleus', 'C:perinuclear region of cytoplasm', 'F:identical protein binding', 'F:NF-kappaB binding', 'F:p53 binding', 'F:protein homodimerization activity', 'F:SH3 domain binding', 'P:intrinsic apoptotic signaling pathway by p53 class mediator', 'P:negative regulation of cell cycle', 'P:positive regulation of execution phase of apoptosis', 'P:signal transduction']"
232,Q13642,FHL1,None,0,36,0,5,8,0,3,,"['C:cytoplasm', 'C:cytosol', 'C:focal adhesion', 'C:nucleus', 'C:plasma membrane', 'F:metal ion binding', 'F:transmembrane transporter binding', 'P:animal organ morphogenesis', 'P:cell differentiation', 'P:muscle organ development', 'P:negative regulation of cell growth', 'P:negative regulation of G1/S transition of mitotic cell cycle', 'P:negative regulation of G2/M transition of mitotic cell cycle', 'P:positive regulation of potassium ion transport', 'P:regulation of membrane depolarization', 'P:regulation of potassium ion transmembrane transporter activity']"
233,Q14116,IL18,None,0,48,0,320,6,2,2,,"['C:cytosol', 'C:extracellular region', 'C:extracellular space', 'F:cytokine activity', 'F:interleukin-18 receptor binding', 'P:angiogenesis', 'P:cell population proliferation', 'P:cell-cell signaling', 'P:cholesterol homeostasis', 'P:defense response to Gram-positive bacterium', 'P:establishment of skin barrier', 'P:inflammatory response', 'P:interleukin-18-mediated signaling pathway', 'P:natural killer cell activation', 'P:natural killer cell mediated cytotoxicity', 'P:negative regulation of myoblast differentiation', 'P:neutrophil activation', 'P:positive regulation of activated T cell proliferation', 'P:positive regulation of chemokine production', 'P:positive regulation of cold-induced thermogenesis', 'P:positive regulation of granulocyte macrophage colony-stimulating factor production', 'P:positive regulation of inflammatory response', 'P:positive regulation of interleukin-13 production', 'P:positive regulation of interleukin-17 production', 'P:positive regulation of macrophage derived foam cell differentiation', 'P:positive regulation of natural killer cell proliferation', 'P:positive regulation of neuroinflammatory response', 'P:positive regulation of NF-kappaB transcription factor activity', 'P:positive regulation of NK T cell proliferation', 'P:positive regulation of non-canonical NF-kappaB signal transduction', 'P:positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction', 'P:positive regulation of smooth muscle cell proliferation', 'P:positive regulation of T-helper 1 cell cytokine production', 'P:positive regulation of T-helper 2 cell differentiation', 'P:positive regulation of tissue remodeling', 'P:positive regulation of transcription by RNA polymerase II', 'P:positive regulation of type II interferon production', 'P:positive regulation of tyrosine phosphorylation of STAT protein', 'P:regulation of cell adhesion', 'P:sleep', 'P:T-helper 1 type immune response', 'P:triglyceride homeostasis', 'P:type 2 immune response']"
234,Q14137,BOP1,None,0,21,0,1,10,0,-4,,"['C:chromosome', 'C:nucleolus', 'C:nucleoplasm', 'C:PeBoW complex', 'C:preribosome, large subunit precursor', 'C:ribonucleoprotein complex', 'F:ribonucleoprotein complex binding', 'F:RNA binding', 'P:cell population proliferation', 'P:cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)', 'P:maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)', 'P:regulation of cell cycle', 'P:regulation of signal transduction by p53 class mediator', 'P:ribosomal large subunit assembly', 'P:ribosome biogenesis']"
235,Q14147,DHX34,None,0,15,0,1,8,0,3,,"['C:membrane', 'F:ATP binding', 'F:ATP hydrolysis activity', 'F:helicase activity', 'F:protein-containing complex binding', 'F:RNA binding', 'F:RNA helicase activity', 'P:negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay', 'P:nuclear-transcribed mRNA catabolic process', 'P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay', 'P:positive regulation of phosphorylation']"
236,Q14151,SAFB2,None,0,27,0,2,1,1,-4,,"['C:cytoplasm', 'C:extracellular exosome', 'C:intracellular membrane-bounded organelle', 'C:nuclear body', 'C:nucleoplasm', 'C:nucleus', 'F:identical protein binding', 'F:RNA binding', 'F:sequence-specific DNA binding', 'P:regulation of androgen receptor signaling pathway', 'P:regulation of mRNA processing', 'P:regulation of transcription by RNA polymerase II', 'P:Sertoli cell differentiation']"
237,Q14185,DOCK1,None,0,40,0,4,9,0,3,,"['C:cytoplasm', 'C:cytosol', 'C:glutamatergic synapse', 'C:guanyl-nucleotide exchange factor complex', 'C:nuclear speck', 'C:nucleoplasm', 'C:plasma membrane', 'C:postsynapse', 'F:GTPase activator activity', 'F:guanyl-nucleotide exchange factor activity', 'F:SH3 domain binding', 'F:small GTPase binding', 'P:apoptotic process', 'P:cell migration', 'P:integrin-mediated signaling pathway', 'P:myoblast fusion', 'P:phagocytosis, engulfment', 'P:positive regulation of epithelial cell migration', 'P:positive regulation of substrate adhesion-dependent cell spreading', 'P:regulation of postsynapse assembly', 'P:signal transduction', 'P:small GTPase-mediated signal transduction']"
238,Q14254,FLOT2,None,0,38,0,6,1,0,-4,,"['C:acrosomal membrane', 'C:adherens junction', 'C:basolateral plasma membrane', 'C:caveola', 'C:cell-cell contact zone', 'C:cytoplasmic vesicle', 'C:dendrite cytoplasm', 'C:endocytic vesicle', 'C:endosome', 'C:extracellular exosome', 'C:flotillin complex', 'C:focal adhesion', 'C:glutamatergic synapse', 'C:intracellular membrane-bounded organelle', 'C:lamellipodium', 'C:membrane', 'C:perinuclear region of cytoplasm', 'C:plasma membrane', 'C:uropod', 'C:vesicle', 'F:protease binding', 'P:anterograde dendritic transport', 'P:cell adhesion', 'P:epidermis development', 'P:negative regulation of amyloid precursor protein catabolic process', 'P:negative regulation of gene expression', 'P:positive regulation of canonical NF-kappaB signal transduction', 'P:positive regulation of establishment of T cell polarity', 'P:protein localization to plasma membrane', 'P:protein localization to plasma membrane raft', 'P:protein stabilization', 'P:regulation of myoblast differentiation', 'P:regulation of postsynaptic membrane neurotransmitter receptor levels']"
239,Q14324,MYBPC2,None,0,31,0,0,21,-1,3,,"['C:cytosol', 'C:myosin filament', 'F:actin binding', 'F:structural constituent of muscle', 'P:cell adhesion', 'P:sarcomere organization']"
240,Q14517,FAT1,None,0,25,0,27,8,0,3,,"['C:apical plasma membrane', 'C:cell-cell junction', 'C:cytosol', 'C:extracellular exosome', 'C:filopodium', 'C:focal adhesion', 'C:lamellipodium', 'C:nucleus', 'C:perinuclear region of cytoplasm', 'C:plasma membrane', 'F:calcium ion binding', 'P:actin filament organization', 'P:anatomical structure morphogenesis', 'P:cell adhesion', 'P:cell migration', 'P:cell-cell adhesion', 'P:cell-cell signaling', 'P:cellular response to angiotensin', 'P:epithelial cell morphogenesis', 'P:establishment of epithelial cell apical/basal polarity involved in camera-type eye morphogenesis', 'P:establishment or maintenance of cell polarity', 'P:homophilic cell adhesion via plasma membrane adhesion molecules', 'P:lens development in camera-type eye', 'P:positive regulation of vascular associated smooth muscle cell migration']"
241,Q14571,ITPR2,None,0,30,0,0,4,0,3,,"['C:cell cortex', 'C:endoplasmic reticulum', 'C:endoplasmic reticulum membrane', 'C:membrane', 'C:nucleoplasm', 'C:plasma membrane', 'C:platelet dense tubular network membrane', 'C:receptor complex', 'C:sarcoplasmic reticulum', 'C:sarcoplasmic reticulum membrane', 'C:secretory granule membrane', 'F:calcium ion binding', 'F:calcium ion transmembrane transporter activity', 'F:inositol 1,4,5 trisphosphate binding', 'F:inositol 1,4,5-trisphosphate-gated calcium channel activity', 'F:phosphatidylinositol binding', 'F:scaffold protein binding', 'F:transmembrane transporter binding', 'P:cellular response to cAMP', 'P:cellular response to ethanol', 'P:release of sequestered calcium ion into cytosol', 'P:response to hypoxia', 'P:signal transduction']"
242,Q14674,ESPL1,None,0,27,0,4,17,0,3,,"['C:centrosome', 'C:cytoplasm', 'C:cytosol', 'C:mitotic spindle', 'C:nucleus', 'F:catalytic activity', 'F:cysteine-type endopeptidase activity', 'F:cysteine-type peptidase activity', 'P:apoptotic process', 'P:establishment of mitotic spindle localization', 'P:homologous chromosome segregation', 'P:meiotic chromosome separation', 'P:meiotic spindle organization', 'P:mitotic cytokinesis', 'P:mitotic sister chromatid segregation', 'P:mitotic sister chromatid separation', 'P:negative regulation of sister chromatid cohesion', 'P:positive regulation of mitotic metaphase/anaphase transition', 'P:proteolysis']"
243,Q14997,PSME4,None,0,22,0,2,7,2,3,,"['C:cytosol', 'C:nuclear speck', 'C:nucleoplasm', 'C:nucleus', 'C:spermatoproteasome complex', 'F:lysine-acetylated histone binding', 'F:peptidase activator activity', 'F:proteasome binding', 'P:DNA damage response', 'P:DNA repair', 'P:proteasomal ubiquitin-independent protein catabolic process', 'P:sperm DNA condensation']"
244,Q14C86,GAPVD1,None,0,18,0,0,4,0,3,,"['C:cytosol', 'C:endocytic vesicle', 'C:endosome', 'C:plasma membrane', 'F:cadherin binding', 'F:GTPase activating protein binding', 'F:GTPase activator activity', 'F:guanyl-nucleotide exchange factor activity', 'F:small GTPase binding', 'P:endocytosis', 'P:regulation of protein transport']"
245,Q14CZ7,FASTKD3,None,0,27,0,0,0,-2,3,,"['C:mitochondrial matrix', 'C:mitochondrion', 'C:nucleoplasm', 'C:ribonucleoprotein granule', 'F:RNA binding', 'P:mitochondrial cytochrome c oxidase assembly', 'P:mitochondrial RNA processing', 'P:positive regulation of mitochondrial translation', 'P:regulation of mitochondrial mRNA stability']"
246,Q15111,PLCL1,None,0,24,0,1,1,0,3,,"['C:cytoplasm', 'F:phosphatidylinositol phospholipase C activity', 'F:phospholipase C activity', 'P:gamma-aminobutyric acid signaling pathway', 'P:intracellular signal transduction', 'P:lipid metabolic process', 'P:negative regulation of cold-induced thermogenesis', 'P:regulation of synaptic transmission, GABAergic']"
247,Q15121,PEA15,None,0,35,0,3,1,0,2,,"['C:cytosol', 'C:intracellular membrane-bounded organelle', 'C:microtubule associated complex', 'C:nucleoplasm', 'P:apoptotic process', 'P:MAPK cascade', 'P:negative regulation of extrinsic apoptotic signaling pathway via death domain receptors', 'P:negative regulation of glucose import', 'P:organic substance transport', 'P:positive regulation of extrinsic apoptotic signaling pathway via death domain receptors']"
248,Q15413,RYR3,None,0,16,0,22,5,0,6,,"['C:calcium channel complex', 'C:membrane', 'C:sarcolemma', 'C:sarcoplasmic reticulum membrane', 'C:smooth endoplasmic reticulum', 'C:Z disc', 'F:calcium ion binding', 'F:calcium-induced calcium release activity', 'F:calmodulin binding', 'F:intracellularly gated calcium channel activity', 'F:ryanodine-sensitive calcium-release channel activity', 'P:calcium ion transmembrane transport', 'P:calcium ion transport', 'P:cellular response to ATP', 'P:cellular response to caffeine', 'P:cellular response to calcium ion', 'P:cellular response to magnesium ion', 'P:intracellular calcium ion homeostasis', 'P:protein homotetramerization', 'P:release of sequestered calcium ion into cytosol', 'P:release of sequestered calcium ion into cytosol by sarcoplasmic reticulum', 'P:striated muscle contraction']"
249,Q15477,SKIV2L,None,0,23,0,2,7,0,3,,"['C:cytosol', 'C:nucleus', 'C:Ski complex', ""F:3'-5' RNA helicase activity"", 'F:ATP binding', 'F:ATP hydrolysis activity', 'F:RNA binding', 'F:RNA helicase activity', ""P:nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"", 'P:rescue of stalled ribosome']"
250,Q15554,TERF2,None,0,45,0,42,9,4,5,,"['C:axon cytoplasm', 'C:chromosome, telomeric region', 'C:male germ cell nucleus', 'C:nuclear body', 'C:nuclear telomere cap complex', 'C:nucleoplasm', 'C:nucleus', 'C:shelterin complex', 'F:double-stranded telomeric DNA binding', 'F:enzyme binding', 'F:G-rich strand telomeric DNA binding', 'F:protein homodimerization activity', 'F:protein-containing complex binding', 'F:telomeric DNA binding', 'P:anterograde axonal transport', 'P:axonal transport of messenger ribonucleoprotein complex', 'P:cellular senescence', 'P:in utero embryonic development', 'P:negative regulation of beta-galactosidase activity', 'P:negative regulation of cellular senescence', 'P:negative regulation of exonuclease activity', 'P:negative regulation of gene expression', 'P:negative regulation of t-circle formation', 'P:negative regulation of telomere capping', 'P:negative regulation of telomere maintenance via recombination', 'P:negative regulation of telomere maintenance via semi-conservative replication', 'P:negative regulation of telomere maintenance via telomerase', 'P:negative regulation of telomere maintenance via telomere lengthening', 'P:negative regulation of telomere single strand break repair', 'P:negative regulation of telomeric D-loop disassembly', 'P:positive regulation of gene expression', 'P:positive regulation of nitric-oxide synthase activity', 'P:positive regulation of telomere maintenance', 'P:protection from non-homologous end joining at telomere', 'P:protein localization to chromosome, telomeric region', 'P:regulation of telomere maintenance', 'P:regulation of telomere maintenance via telomerase', 'P:RNA-templated DNA biosynthetic process', 'P:telomere capping', 'P:telomere maintenance', 'P:telomeric D-loop disassembly', 'P:telomeric loop formation']"
251,Q15771,RAB30,None,0,25,0,1,3,0,2,,"['C:cis-Golgi network', 'C:Golgi cisterna', 'C:Golgi membrane', 'C:Golgi stack', 'C:intracellular membrane-bounded organelle', 'C:trans-Golgi network', 'F:GTP binding', 'F:GTPase activity', 'P:Golgi organization', 'P:Rab protein signal transduction', 'P:vesicle-mediated transport']"
252,Q15785,TOMM34,None,0,26,0,0,1,0,2,,"['C:cytosol', 'C:intracellular membrane-bounded organelle', 'C:membrane', 'C:mitochondrial outer membrane', 'C:mitochondrion', 'C:nucleus', 'F:heat shock protein binding', 'P:protein targeting to mitochondrion']"
253,Q15822,CHRNA2,None,0,23,0,0,1,0,3,,"['C:acetylcholine-gated channel complex', 'C:intercellular bridge', 'C:membrane', 'C:neuron projection', 'C:neuron projection cytoplasm', 'C:nucleoplasm', 'C:plasma membrane', 'C:postsynaptic membrane', 'C:synapse', 'F:acetylcholine receptor activity', 'F:acetylcholine-gated monoatomic cation-selective channel activity', 'F:heterocyclic compound binding', 'F:quaternary ammonium group binding', 'P:acetylcholine receptor signaling pathway', 'P:cellular response to nicotine', 'P:membrane depolarization', 'P:modulation of inhibitory postsynaptic potential', 'P:monoatomic ion transport', 'P:response to nicotine', 'P:signal transduction', 'P:synaptic transmission, cholinergic']"
