,Uniprot,Protein Symbol,Antibodypedia Link,Ref-ed Antibodies via Antibodypedia,Total Article Count,Term Article Count,'String' Interactions,GO Score,UV Score,Overall Score,GO Terms
54,O75150,RNF40,https://www.antibodypedia.com/gene/13809/RNF40,2,93,14,3,6,1,3.535591378071124,"['C:HULC complex', 'C:membrane', 'C:neuron projection', 'C:nucleoplasm', 'C:nucleus', 'C:ubiquitin ligase complex', 'F:metal ion binding', ""F:mRNA 3'-UTR binding"", 'F:protein homodimerization activity', 'F:ubiquitin protein ligase activity', 'F:ubiquitin protein ligase binding', 'P:chromatin organization', 'P:positive regulation of transcription by RNA polymerase II', 'P:protein ubiquitination', 'P:ubiquitin-dependent protein catabolic process']"
425,Q99627,COPS8,https://www.antibodypedia.com/gene/34471/COPS8,9,36,2,5,0,2,3.5348200878214806,"['C:COP9 signalosome', 'C:cytoplasm', 'C:cytosol', 'C:extracellular exosome', 'C:nucleoplasm', 'C:nucleus', 'C:perinuclear region of cytoplasm', 'P:activation of NF-kappaB-inducing kinase activity', 'P:COP9 signalosome assembly', 'P:negative regulation of cell population proliferation', 'P:protein deneddylation', 'P:protein neddylation', 'P:protein phosphorylation', 'P:regulation of protein neddylation']"
170,P51508,ZNF81,https://www.antibodypedia.com/gene/5409/ZNF81,2,18,0,0,3,3,3.529403346475462,"['C:nucleus', 'F:DNA-binding transcription factor activity, RNA polymerase II-specific', 'F:metal ion binding', 'F:RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'P:regulation of transcription by RNA polymerase II']"
199,P83436,COG7,https://www.antibodypedia.com/gene/25940/COG7,6,49,0,6,0,2,3.525307303281508,"['C:Golgi apparatus', 'C:Golgi membrane', 'C:Golgi transport complex', 'C:intracellular membrane-bounded organelle', 'C:nucleolus', 'C:trans-Golgi network membrane', 'P:glycosylation', 'P:Golgi organization', 'P:intracellular protein transport', 'P:protein glycosylation', 'P:protein localization to Golgi apparatus', 'P:protein localization to organelle', 'P:protein stabilization', 'P:retrograde transport, vesicle recycling within Golgi', 'P:retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum']"
30,O15061,SYNM,https://www.antibodypedia.com/gene/29140/SYNM,4,33,0,3,0,3,3.5252229166093674,"['C:adherens junction', 'C:costamere', 'C:intermediate filament', 'C:intermediate filament cytoskeleton', 'C:neurofilament cytoskeleton', 'C:sarcolemma', 'F:intermediate filament binding', 'F:structural constituent of cytoskeleton', 'F:structural constituent of muscle', 'F:vinculin binding', 'P:fast-twitch skeletal muscle fiber contraction', 'P:intermediate filament cytoskeleton organization']"
520,Q9UPN9,TRIM33,https://www.antibodypedia.com/gene/1303/TRIM33,10,268,14,2,5,1,3.5212736025609988,"['C:chromatin', 'C:nucleoplasm', 'C:nucleus', 'F:co-SMAD binding', 'F:DNA binding', 'F:R-SMAD binding', 'F:ubiquitin-protein transferase activity', 'F:zinc ion binding', 'P:negative regulation of BMP signaling pathway', 'P:negative regulation of DNA-templated transcription', 'P:negative regulation of transcription by RNA polymerase II', 'P:protein ubiquitination', 'P:regulation of transforming growth factor beta receptor signaling pathway']"
435,Q9BX26,SYCP2,https://www.antibodypedia.com/gene/58383/SYCP2,0,85,5,4,3,2,3.517236914314303,"['C:condensed chromosome, centromeric region', 'C:lateral element', 'C:nucleus', 'C:synaptonemal complex', 'F:DNA binding', 'P:apoptotic process', 'P:cell division', 'P:ectopic germ cell programmed cell death', 'P:female meiotic nuclear division', 'P:fertilization', 'P:male genitalia morphogenesis', 'P:male meiotic nuclear division', 'P:negative regulation of apoptotic process', 'P:negative regulation of developmental process', 'P:negative regulation of reproductive process', 'P:synaptonemal complex assembly']"
323,Q86SX6,GLRX5,https://www.antibodypedia.com/gene/47425/GLRX5,3,78,2,3,0,3,3.4590396373158105,"['C:dendrite', 'C:iron-sulfur cluster assembly complex', 'C:mitochondrial matrix', 'C:mitochondrion', 'C:neuronal cell body', 'F:2 iron, 2 sulfur cluster binding', 'F:metal ion binding', 'P:[2Fe-2S] cluster assembly', 'P:cell redox homeostasis', 'P:hemopoiesis', 'P:intracellular iron ion homeostasis', 'P:iron-sulfur cluster assembly', 'P:protein maturation by [2Fe-2S] cluster transfer', 'P:protein maturation by [4Fe-4S] cluster transfer']"
257,Q17RY0,CPEB4,https://www.antibodypedia.com/gene/28980/CPEB4,4,140,2,4,-1,3,3.458527740949802,"['C:cytoplasm', 'C:dendrite', 'C:dendritic spine', 'C:endoplasmic reticulum', 'C:growth cone', 'C:messenger ribonucleoprotein complex', 'C:neuron projection', 'C:nucleus', 'C:perinuclear region of cytoplasm', 'C:postsynaptic density', 'C:synapse', 'F:metal ion binding', ""F:mRNA 3'-UTR binding"", 'F:mRNA regulatory element binding translation repressor activity', 'F:ribosome binding', 'F:RNA binding', 'F:translation factor activity, RNA binding', 'P:cellular response to amino acid stimulus', 'P:cellular response to decreased oxygen levels', 'P:cellular response to glucose starvation', 'P:ionotropic glutamate receptor signaling pathway', 'P:negative regulation of cytoplasmic translation', 'P:negative regulation of neuron apoptotic process', 'P:response to ischemia']"
228,Q13557,CAMK2D,https://www.antibodypedia.com/gene/15593/CAMK2D,13,195,0,5,-1,2,3.4506383775580107,"['C:calcium- and calmodulin-dependent protein kinase complex', 'C:cytoplasm', 'C:cytosol', 'C:endocytic vesicle membrane', 'C:membrane', 'C:neuron projection', 'C:nucleoplasm', 'C:nucleus', 'C:sarcolemma', 'C:sarcoplasmic reticulum membrane', 'F:ATP binding', 'F:calmodulin binding', 'F:calmodulin-dependent protein kinase activity', 'F:identical protein binding', 'F:protein homodimerization activity', 'F:protein serine kinase activity', 'F:protein serine/threonine kinase activity', 'F:sodium channel inhibitor activity', 'F:titin binding', 'F:transmembrane transporter binding', 'P:cardiac muscle cell contraction', 'P:cellular response to calcium ion', 'P:endoplasmic reticulum calcium ion homeostasis', 'P:negative regulation of sodium ion transmembrane transport', 'P:negative regulation of sodium ion transmembrane transporter activity', 'P:peptidyl-serine phosphorylation', 'P:peptidyl-threonine phosphorylation', 'P:positive regulation of cardiac muscle cell apoptotic process', 'P:positive regulation of cardiac muscle hypertrophy', 'P:protein autophosphorylation', 'P:protein phosphorylation', 'P:regulation of calcium ion transmembrane transport via high voltage-gated calcium channel', 'P:regulation of cardiac muscle cell action potential', 'P:regulation of cardiac muscle cell action potential involved in regulation of contraction', 'P:regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion', 'P:regulation of cell communication by electrical coupling', 'P:regulation of cell communication by electrical coupling involved in cardiac conduction', 'P:regulation of cell growth', 'P:regulation of cellular localization', 'P:regulation of heart contraction', 'P:regulation of heart rate by cardiac conduction', 'P:regulation of membrane depolarization', 'P:regulation of relaxation of cardiac muscle', 'P:regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum', 'P:regulation of ryanodine-sensitive calcium-release channel activity', 'P:regulation of the force of heart contraction', 'P:regulation of transcription by RNA polymerase II', 'P:relaxation of cardiac muscle']"
511,Q9ULB4,CDH9,https://www.antibodypedia.com/gene/2349/CDH9,3,42,0,3,0,3,3.4494292061218994,"['C:adherens junction', 'C:catenin complex', 'C:plasma membrane', 'C:postsynaptic membrane', 'C:presynaptic membrane', 'F:beta-catenin binding', 'F:cadherin binding', 'F:calcium ion binding', 'P:adherens junction organization', 'P:calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules', 'P:cell migration', 'P:cell morphogenesis', 'P:cell-cell adhesion', 'P:cell-cell adhesion mediated by cadherin', 'P:cell-cell junction assembly', 'P:homophilic cell adhesion via plasma membrane adhesion molecules', 'P:synapse assembly', 'P:synaptic membrane adhesion']"
237,Q14185,DOCK1,https://www.antibodypedia.com/gene/3822/DOCK1,7,226,4,9,0,1,3.4363081886453815,"['C:cytoplasm', 'C:cytosol', 'C:glutamatergic synapse', 'C:guanyl-nucleotide exchange factor complex', 'C:nuclear speck', 'C:nucleoplasm', 'C:plasma membrane', 'C:postsynapse', 'F:GTPase activator activity', 'F:guanyl-nucleotide exchange factor activity', 'F:SH3 domain binding', 'F:small GTPase binding', 'P:apoptotic process', 'P:cell migration', 'P:integrin-mediated signaling pathway', 'P:myoblast fusion', 'P:phagocytosis, engulfment', 'P:positive regulation of epithelial cell migration', 'P:positive regulation of substrate adhesion-dependent cell spreading', 'P:regulation of postsynapse assembly', 'P:signal transduction', 'P:small GTPase-mediated signal transduction']"
24,O00330,PDHX,https://www.antibodypedia.com/gene/25893/PDHX,13,159,1,0,0,3,3.4261074851420283,"['C:mitochondrial matrix', 'C:mitochondrion', 'C:pyruvate dehydrogenase complex', 'F:acyltransferase activity', 'P:acetyl-CoA biosynthetic process from pyruvate']"
300,Q6P3V2,ZNF585A,https://www.antibodypedia.com/gene/73626/ZNF585A,0,2,0,0,3,3,3.3916329531141907,"['C:nucleus', 'F:DNA-binding transcription activator activity, RNA polymerase II-specific', 'F:metal ion binding', 'F:RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'P:regulation of transcription by RNA polymerase II']"
172,P51654,GPC3,https://www.antibodypedia.com/gene/424/GPC3,30,1226,33,2,0,1,3.3856078598290407,"['C:cell surface', 'C:collagen-containing extracellular matrix', 'C:endoplasmic reticulum lumen', 'C:Golgi lumen', 'C:lysosomal lumen', 'C:plasma membrane', 'C:side of membrane', 'F:peptidyl-dipeptidase inhibitor activity', 'P:anatomical structure morphogenesis', 'P:anterior/posterior axis specification', 'P:body morphogenesis', 'P:bone mineralization', 'P:branching involved in ureteric bud morphogenesis', 'P:canonical Wnt signaling pathway', 'P:cell migration', 'P:cell migration involved in gastrulation', 'P:cell proliferation involved in kidney development', 'P:cell proliferation involved in metanephros development', 'P:coronary vasculature development', 'P:embryonic hindlimb morphogenesis', 'P:epithelial cell proliferation', 'P:lung development', 'P:mesenchymal cell proliferation involved in ureteric bud development', 'P:mesonephric duct morphogenesis', 'P:negative regulation of canonical Wnt signaling pathway', 'P:negative regulation of epithelial cell proliferation', 'P:negative regulation of growth', 'P:negative regulation of smoothened signaling pathway', 'P:osteoclast differentiation', 'P:positive regulation of BMP signaling pathway', 'P:positive regulation of canonical Wnt signaling pathway', 'P:positive regulation of endocytosis', 'P:positive regulation of glucose import', 'P:positive regulation of protein catabolic process', 'P:positive regulation of smoothened signaling pathway', 'P:positive regulation of Wnt signaling pathway, planar cell polarity pathway', 'P:regulation of canonical Wnt signaling pathway', 'P:regulation of non-canonical Wnt signaling pathway', 'P:regulation of protein localization to membrane', 'P:response to bacterium', 'P:smoothened signaling pathway', 'P:Wnt signaling pathway, planar cell polarity pathway']"
483,Q9NZ43,USE1,https://www.antibodypedia.com/gene/7758/USE1,2,61,1,3,0,3,3.3816917765522496,"['C:COPI-coated vesicle', 'C:endoplasmic reticulum', 'C:endoplasmic reticulum membrane', 'C:SNARE complex', 'F:SNAP receptor activity', 'P:lysosomal transport', 'P:protein catabolic process', 'P:protein transport', 'P:retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum', 'P:secretion by cell']"
208,Q07837,SLC3A1,https://www.antibodypedia.com/gene/29895/SLC3A1,3,286,1,3,0,3,3.3623918264045,"['C:apical plasma membrane', 'C:brush border membrane', 'C:extracellular exosome', 'C:membrane', 'C:plasma membrane', 'C:vacuolar membrane', 'F:amino acid transmembrane transporter activity', 'F:basic amino acid transmembrane transporter activity', 'F:L-cystine transmembrane transporter activity', 'F:protein heterodimerization activity', 'F:protein-containing complex binding', 'P:amino acid transport', 'P:aspartate transmembrane transport', 'P:basic amino acid transport', 'P:carbohydrate metabolic process', 'P:gene expression', 'P:L-cystine transport', 'P:L-glutamate transmembrane transport']"
313,Q76N89,HECW1,https://www.antibodypedia.com/gene/1996/HECW1,0,31,0,1,2,3,3.332395439195241,"['C:cytoplasm', 'C:cytosol', 'F:ubiquitin protein ligase activity', 'P:negative regulation of canonical Wnt signaling pathway', 'P:protein ubiquitination', 'P:regulation of dendrite morphogenesis', 'P:ubiquitin-dependent protein catabolic process']"
309,Q71F23,CENPU,https://www.antibodypedia.com/gene/17397/CENPU,12,63,3,8,-1,1,3.3308190243682927,"['C:centriolar satellite', 'C:cytosol', 'C:inner kinetochore', 'C:nucleoplasm', 'C:nucleus', 'P:chordate embryonic development', 'P:chromosome segregation']"
66,O94892,ZNF432,https://www.antibodypedia.com/gene/56944/ZNF432,3,3,0,0,5,2,3.328434945777383,"['C:nucleoplasm', 'C:nucleus', 'F:damaged DNA binding', 'F:DNA-binding transcription factor activity, RNA polymerase II-specific', 'F:metal ion binding', 'F:protein-macromolecule adaptor activity', 'F:RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'P:DNA damage response', 'P:regulation of transcription by RNA polymerase II']"
477,Q9NVH2,INTS7,https://www.antibodypedia.com/gene/34604/INTS7,4,16,1,8,1,1,3.316331931737658,"['C:chromosome', 'C:cytoplasm', 'C:integrator complex', 'C:nuclear body', 'C:nucleoplasm', 'C:nucleus', 'P:cellular response to ionizing radiation', 'P:DNA damage checkpoint signaling', 'P:regulation of transcription elongation by RNA polymerase II', ""P:snRNA 3'-end processing"", 'P:snRNA processing']"
533,Q9Y5L0,TNPO3,https://www.antibodypedia.com/gene/17836/TNPO3,4,113,0,7,2,1,3.3122450542841344,"['C:annulate lamellae', 'C:cytoplasm', 'C:intracellular membrane-bounded organelle', 'C:nuclear envelope', 'F:identical protein binding', 'F:nuclear import signal receptor activity', 'F:small GTPase binding', 'P:protein import into nucleus']"
151,P40855,PEX19,https://www.antibodypedia.com/gene/34274/PEX19,4,181,1,7,-1,2,3.2920599119223586,"['C:brush border membrane', 'C:cytoplasm', 'C:cytosol', 'C:membrane', 'C:nucleoplasm', 'C:nucleus', 'C:peroxisomal membrane', 'C:peroxisome', 'C:protein-containing complex', 'F:ATPase binding', 'F:peroxisome membrane class-1 targeting sequence binding', 'F:peroxisome membrane targeting sequence binding', 'F:protein carrier chaperone', 'P:chaperone-mediated protein folding', 'P:establishment of protein localization to peroxisome', 'P:negative regulation of lipid binding', 'P:peroxisome fission', 'P:peroxisome membrane biogenesis', 'P:peroxisome organization', 'P:protein import into peroxisome membrane', 'P:protein stabilization', 'P:protein targeting to peroxisome']"
263,Q2YD98,UVSSA,https://www.antibodypedia.com/gene/22237/UVSSA,6,56,43,4,2,1,3.291588635914627,"['C:chromosome', 'C:nucleoplasm', 'F:RNA polymerase II complex binding', 'P:protein ubiquitination', 'P:response to UV', 'P:transcription-coupled nucleotide-excision repair']"
198,P78318,IGBP1,https://www.antibodypedia.com/gene/359/IGBP1,6,72,0,5,0,2,3.279541282735318,"['C:cytoplasm', 'C:cytosol', 'F:protein phosphatase 2A binding', 'F:protein phosphatase regulator activity', 'P:B cell activation', 'P:negative regulation of cysteine-type endopeptidase activity involved in apoptotic process', 'P:negative regulation of stress-activated MAPK cascade', 'P:negative regulation of transcription by RNA polymerase II', 'P:regulation of dephosphorylation', 'P:regulation of microtubule-based movement', 'P:response to interleukin-1', 'P:response to tumor necrosis factor', 'P:signal transduction']"
353,Q8N1I0,DOCK4,https://www.antibodypedia.com/gene/31488/DOCK4,5,112,2,10,-1,1,3.2666707181960564,"['C:cytoplasm', 'C:cytosol', 'C:Golgi apparatus', 'C:membrane', 'C:nucleolus', 'C:plasma membrane', 'C:stereocilium', 'C:stereocilium bundle', 'F:GTPase activator activity', 'F:guanyl-nucleotide exchange factor activity', 'F:PDZ domain binding', 'F:receptor tyrosine kinase binding', 'F:SH3 domain binding', 'F:small GTPase binding', 'P:cell chemotaxis', 'P:negative regulation of vascular associated smooth muscle contraction', 'P:positive regulation of vascular associated smooth muscle cell migration', 'P:small GTPase-mediated signal transduction']"
515,Q9UNH7,SNX6,https://www.antibodypedia.com/gene/23146/SNX6,8,66,1,3,1,2,3.2494054126799674,"['C:cytoplasm', 'C:cytosol', 'C:early endosome membrane', 'C:endosome', 'C:glutamatergic synapse', 'C:lysosome', 'C:nucleus', 'C:retromer complex', 'C:retromer, tubulation complex', 'C:tubular endosome', 'F:dynactin binding', 'F:phosphatidylinositol binding', 'F:protein homodimerization activity', 'F:type I transforming growth factor beta receptor binding', 'P:cellular response to amyloid-beta', 'P:cellular response to epidermal growth factor stimulus', 'P:intracellular protein transport', 'P:negative regulation of DNA-templated transcription', 'P:negative regulation of epidermal growth factor-activated receptor activity', 'P:negative regulation of neuron apoptotic process', 'P:negative regulation of transforming growth factor beta receptor signaling pathway', 'P:regulation of macroautophagy', 'P:regulation of postsynaptic membrane neurotransmitter receptor levels', 'P:retrograde transport, endosome to Golgi']"
169,P51153,RAB13,https://www.antibodypedia.com/gene/1206/RAB13,6,136,2,6,-1,2,3.2303205831753865,"['C:bicellular tight junction', 'C:cell junction', 'C:cytoplasmic vesicle', 'C:cytosol', 'C:endocytic vesicle', 'C:endosome', 'C:extracellular exosome', 'C:insulin-responsive compartment', 'C:lamellipodium', 'C:lateral plasma membrane', 'C:neuron projection', 'C:plasma membrane', 'C:recycling endosome', 'C:recycling endosome membrane', 'C:synaptic vesicle', 'C:trans-Golgi network', 'C:trans-Golgi network transport vesicle', 'F:GTP binding', 'F:GTPase activity', 'P:bicellular tight junction assembly', 'P:cellular response to insulin stimulus', 'P:cortical actin cytoskeleton organization', 'P:endocytic recycling', 'P:endosomal transport', 'P:endothelial cell chemotaxis', 'P:establishment of Sertoli cell barrier', 'P:exocytosis', 'P:Golgi to plasma membrane transport', 'P:neuron projection development', 'P:protein kinase A signaling', 'P:protein localization to cell leading edge', 'P:protein localization to plasma membrane', 'P:protein secretion', 'P:trans-Golgi network to recycling endosome transport']"
106,P11055,MYH3,https://www.antibodypedia.com/gene/12917/MYH3,2,214,0,23,-5,-1,3.228646625557358,"['C:cytoplasm', 'C:cytosol', 'C:extracellular exosome', 'C:muscle myosin complex', 'C:myosin filament', 'C:myosin II complex', 'C:sarcomere', 'F:actin filament binding', 'F:ATP binding', 'F:ATP hydrolysis activity', 'F:calmodulin binding', 'F:microfilament motor activity', 'F:myosin phosphatase activity', 'P:actin filament-based movement', 'P:ATP metabolic process', 'P:embryonic limb morphogenesis', 'P:face morphogenesis', 'P:muscle contraction', 'P:muscle filament sliding', 'P:muscle organ development', 'P:sarcomere organization', 'P:skeletal muscle contraction']"
423,Q99543,DNAJC2,https://www.antibodypedia.com/gene/9291/DNAJC2,6,45,6,2,2,2,3.221719900119535,"['C:cytoplasm', 'C:cytosol', 'C:nuclear membrane', 'C:nucleolus', 'C:nucleoplasm', 'C:nucleus', 'F:ATPase activator activity', 'F:chromatin binding', 'F:histone binding', 'F:Hsp70 protein binding', 'F:ribosome binding', 'F:RNA binding', 'F:ubiquitin-modified histone reader activity', ""P:'de novo' cotranslational protein folding"", 'P:chromatin organization', 'P:DNA replication', 'P:negative regulation of DNA biosynthetic process', 'P:positive regulation of DNA-templated transcription', 'P:regulation of cellular response to heat', 'P:regulation of translational fidelity']"
174,P52179,MYOM1,https://www.antibodypedia.com/gene/2827/MYOM1,1,59,0,11,-1,1,3.2118429605516985,"['C:M band', 'C:striated muscle myosin thick filament', 'F:identical protein binding', 'F:kinase binding', 'F:protein homodimerization activity', 'F:structural constituent of muscle', 'P:extraocular skeletal muscle development', 'P:positive regulation of gene expression', 'P:positive regulation of protein secretion', 'P:protein kinase A signaling', 'P:sarcomere organization']"
276,Q5JTV8,TOR1AIP1,https://www.antibodypedia.com/gene/34423/TOR1AIP1,3,44,2,3,5,1,3.1983274544566247,"['C:nuclear envelope', 'C:nuclear inner membrane', 'C:nuclear membrane', 'C:nucleus', 'F:ATPase activator activity', 'F:ATPase binding', 'F:cytoskeletal protein binding', 'F:lamin binding', 'P:nuclear membrane organization', 'P:positive regulation of ATP-dependent activity', 'P:protein localization to nuclear envelope', 'P:protein localization to nucleus']"
436,Q9BX40,LSM14B,https://www.antibodypedia.com/gene/52743/LSM14B,0,14,0,4,-1,3,3.1969467466095995,"['C:ribonucleoprotein complex', 'F:mRNA binding', 'F:RNA binding', 'P:regulation of translation']"
391,Q96A32,MYLPF,https://www.antibodypedia.com/gene/13671/MYLPF,3,58,0,27,-3,-3,3.1837114521990544,"['C:cytoplasm', 'C:cytosol', 'C:lysosomal membrane', 'C:muscle myosin complex', 'F:calcium ion binding', 'F:structural constituent of muscle', 'P:actin-myosin filament sliding', 'P:immune response', 'P:muscle contraction', 'P:muscle tissue morphogenesis', 'P:skeletal muscle tissue development']"
504,Q9UHA3,RSL24D1,https://www.antibodypedia.com/gene/25045/RSL24D1,0,14,0,11,-4,2,3.153322741276707,"['C:nucleolus', 'C:nucleoplasm', 'C:ribosome', 'F:structural constituent of ribosome', 'P:ribosomal large subunit biogenesis', 'P:translation']"
447,Q9H4G0,EPB41L1,https://www.antibodypedia.com/gene/26438/EPB41L1,3,30,0,4,-2,3,3.122981792092832,"['C:cytoskeleton', 'C:cytosol', 'C:plasma membrane', 'F:actin binding', 'F:structural molecule activity', 'P:actomyosin structure organization', 'P:cortical actin cytoskeleton organization']"
132,P22531,SPRR2E,https://www.antibodypedia.com/gene/76994/SPRR2E,0,9,1,0,-1,4,3.112365573944452,"['C:cornified envelope', 'C:cytoplasm', 'C:cytosol', 'F:structural constituent of skin epidermis', 'F:structural molecule activity', 'P:epidermis development', 'P:keratinization', 'P:peptide cross-linking']"
129,P22105,TNXB,https://www.antibodypedia.com/gene/3947/TNXB,7,211,3,4,0,2,3.0951314147448095,"['C:collagen-containing extracellular matrix', 'C:extracellular exosome', 'C:extracellular matrix', 'C:extracellular region', 'C:extracellular space', 'C:intracellular membrane-bounded organelle', 'C:tenascin complex', 'F:collagen binding', 'F:collagen fibril binding', 'F:extracellular matrix structural constituent', 'F:heparin binding', 'F:integrin binding', 'P:actin cytoskeleton organization', 'P:cell adhesion', 'P:cell-cell adhesion', 'P:cell-matrix adhesion', 'P:collagen fibril organization', 'P:collagen metabolic process', 'P:elastic fiber assembly', 'P:fatty acid metabolic process', 'P:neuron projection development', 'P:positive regulation of cell fate determination', 'P:positive regulation of cell population proliferation', 'P:positive regulation of collagen fibril organization', 'P:positive regulation of epithelial to mesenchymal transition', 'P:positive regulation of vascular endothelial growth factor signaling pathway', 'P:regulation of cell adhesion', 'P:regulation of cell differentiation', 'P:regulation of cell migration', 'P:triglyceride metabolic process']"
393,Q96C92,ENTR1,https://www.antibodypedia.com/gene/32151/ENTR1,1,12,0,2,0,3,3.080928969323425,"['C:centrosome', 'C:ciliary basal body', 'C:early endosome', 'C:endosome', 'C:midbody', 'C:recycling endosome', 'P:cell division', 'P:cell projection organization', 'P:endocytic recycling', 'P:positive regulation of cilium assembly', 'P:positive regulation of protein localization to cilium', 'P:protein transport', 'P:regulation of cytokinesis']"
346,Q8IX30,SCUBE3,https://www.antibodypedia.com/gene/29465/SCUBE3,4,60,2,1,0,3,3.0656523807918243,"['C:cell surface', 'C:extracellular space', 'C:plasma membrane', 'F:BMP binding', 'F:BMP receptor binding', 'F:calcium ion binding', 'F:identical protein binding', 'P:positive regulation of BMP signaling pathway', 'P:positive regulation of osteoblast differentiation', 'P:signal transduction']"
112,P12883,MYH7,https://www.antibodypedia.com/gene/92/MYH7,8,1410,8,28,-4,-3,3.044471221401183,"['C:cytoplasm', 'C:muscle myosin complex', 'C:myofibril', 'C:myosin complex', 'C:myosin filament', 'C:myosin II complex', 'C:sarcomere', 'C:stress fiber', 'C:Z disc', 'F:actin filament binding', 'F:ATP binding', 'F:calmodulin binding', 'F:microfilament motor activity', 'P:adult heart development', 'P:ATP metabolic process', 'P:cardiac muscle contraction', 'P:cardiac muscle hypertrophy in response to stress', 'P:muscle contraction', 'P:muscle filament sliding', 'P:regulation of heart rate', 'P:regulation of slow-twitch skeletal muscle fiber contraction', 'P:regulation of the force of heart contraction', 'P:regulation of the force of skeletal muscle contraction', 'P:sarcomere organization', 'P:skeletal muscle contraction', 'P:striated muscle contraction', 'P:transition between fast and slow fiber', 'P:ventricular cardiac muscle tissue morphogenesis']"
20,B2RXH8,HNRNPCL2,https://www.antibodypedia.com/gene/82492/HNRNPCL2,0,3,0,2,0,3,3.0124501558078975,"['C:nucleus', 'C:ribonucleoprotein complex', 'F:identical protein binding', 'F:RNA binding']"
33,O15213,WDR46,https://www.antibodypedia.com/gene/29045/WDR46,1,6,1,10,-1,1,3.0090821731225934,"['C:nucleolus', 'C:nucleoplasm', 'C:small-subunit processome', 'F:RNA binding', 'P:maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)', 'P:ribosomal small subunit biogenesis']"
271,Q5GFL6,VWA2,https://www.antibodypedia.com/gene/46200/VWA2,0,24,0,2,0,3,3.0039161093406346,"['C:basement membrane', 'C:extracellular exosome', 'C:extracellular space', 'F:calcium ion binding', 'F:identical protein binding', 'P:calcium-independent cell-matrix adhesion', 'P:regulation of insulin receptor signaling pathway']"
395,Q96DE5,ANAPC16,https://www.antibodypedia.com/gene/48879/ANAPC16,0,3,0,3,2,2,2.969668953380416,"['C:anaphase-promoting complex', 'C:cytosol', 'C:kinetochore', 'C:nucleoplasm', 'P:anaphase-promoting complex-dependent catabolic process', 'P:cell division', 'P:protein K11-linked ubiquitination', 'P:protein K48-linked ubiquitination', 'P:protein ubiquitination', 'P:regulation of meiotic cell cycle', 'P:regulation of mitotic cell cycle']"
320,Q7Z6M4,MTERF4,https://www.antibodypedia.com/gene/34543/MTERF4,0,31,0,3,-1,3,2.9536190250540555,"['C:cytosol', 'C:mitochondrial large ribosomal subunit', 'C:mitochondrial matrix', 'C:mitochondrion', 'F:double-stranded DNA binding', 'F:rRNA binding', 'P:camera-type eye development', 'P:heart development', 'P:mitochondrial ribosome assembly', 'P:mitochondrial transcription', 'P:protein targeting to mitochondrion', 'P:regulation of DNA-templated transcription', 'P:rRNA processing']"
299,Q6P1J6,PLB1,https://www.antibodypedia.com/gene/2675/PLB1,3,132,0,1,0,3,2.940016305764777,"['C:apical plasma membrane', 'C:brush border membrane', 'C:plasma membrane', 'F:calcium-independent phospholipase A2 activity', 'F:lysophospholipase activity', 'F:phosphatidyl phospholipase B activity', 'F:phospholipase A2 activity', 'F:retinyl-palmitate esterase activity', 'F:triglyceride lipase activity', 'P:diacylglycerol catabolic process', 'P:phosphatidylcholine acyl-chain remodeling', 'P:phosphatidylcholine catabolic process', 'P:phosphatidylethanolamine catabolic process', 'P:phosphatidylglycerol catabolic process', 'P:phospholipid metabolic process', 'P:positive regulation of acrosome reaction', 'P:retinoid metabolic process', 'P:triglyceride catabolic process']"
319,Q7Z5H3,ARHGAP22,https://www.antibodypedia.com/gene/58456/ARHGAP22,5,32,8,1,-1,3,2.9380164369501736,"['C:cytosol', 'C:focal adhesion', 'C:glutamatergic synapse', 'C:nucleus', 'F:GTPase activator activity', 'P:angiogenesis', 'P:cell differentiation', 'P:regulation of postsynapse organization', 'P:regulation of small GTPase mediated signal transduction', 'P:signal transduction']"
290,Q63ZY3,KANK2,https://www.antibodypedia.com/gene/2885/KANK2,5,37,3,6,1,1,2.9313359569122595,"['C:cytoplasm', 'C:mitochondrion', 'P:apoptotic process', 'P:kidney epithelium development', 'P:negative regulation of actin filament polymerization', 'P:negative regulation of cell population proliferation', 'P:negative regulation of G1/S transition of mitotic cell cycle', 'P:negative regulation of intracellular estrogen receptor signaling pathway', 'P:negative regulation of programmed cell death', 'P:negative regulation of transcription by RNA polymerase II', 'P:negative regulation of vitamin D receptor signaling pathway', 'P:podocyte cell migration', 'P:regulation of Rho protein signal transduction']"
