,Uniprot,Protein Symbol,Antibody Link,Number of Antibodies,Number of Providers,Article Count,Interactions,GO Score,Overall Score,GO Terms
232,Q13642,FHL1,https://www.antibodypedia.com/gene/16643/FHL1,498,36.0,541,8,0,1.6203583034324192,"['GO:0005737', 'GO:0005829', 'GO:0005925', 'GO:0005634', 'GO:0005886', 'GO:0046872', 'GO:0044325', 'GO:0009887', 'GO:0030154', 'GO:0007517', 'GO:0030308', 'GO:2000134', 'GO:0010972', 'GO:0043268', 'GO:0003254', 'GO:1901016']"
233,Q14116,IL18,https://www.antibodypedia.com/gene/1287/IL18,973,48.0,16540,6,2,-10.058839833436465,"['GO:0005829', 'GO:0005576', 'GO:0005615', 'GO:0005125', 'GO:0045515', 'GO:0001525', 'GO:0008283', 'GO:0007267', 'GO:0042632', 'GO:0050830', 'GO:0061436', 'GO:0006954', 'GO:0035655', 'GO:0030101', 'GO:0042267', 'GO:0045662', 'GO:0042119', 'GO:0042104', 'GO:0032722', 'GO:0120162', 'GO:0032725', 'GO:0050729', 'GO:0032736', 'GO:0032740', 'GO:0010744', 'GO:0032819', 'GO:0150078', 'GO:0051092', 'GO:0051142', 'GO:1901224', 'GO:0051897', 'GO:0048661', 'GO:2000556', 'GO:0045630', 'GO:0034105', 'GO:0045944', 'GO:0032729', 'GO:0042531', 'GO:0030155', 'GO:0030431', 'GO:0042088', 'GO:0070328', 'GO:0042092']"
234,Q14137,BOP1,https://www.antibodypedia.com/gene/59721/BOP1,148,21.0,128,10,0,1.7096360034148557,"['GO:0005694', 'GO:0005730', 'GO:0005654', 'GO:0070545', 'GO:0030687', 'GO:1990904', 'GO:0043021', 'GO:0003723', 'GO:0008283', 'GO:0000448', 'GO:0000463', 'GO:0051726', 'GO:1901796', 'GO:0000027', 'GO:0042254']"
235,Q14147,DHX34,https://www.antibodypedia.com/gene/31552/DHX34,74,15.0,22,8,0,1.3618437904034628,"['GO:0016020', 'GO:0005524', 'GO:0016887', 'GO:0004386', 'GO:0044877', 'GO:0003723', 'GO:0003724', 'GO:2000623', 'GO:0000956', 'GO:0000184', 'GO:0042327']"
236,Q14151,SAFB2,https://www.antibodypedia.com/gene/23844/SAFB2,218,27.0,34,1,1,0.9281063429929063,"['GO:0005737', 'GO:0070062', 'GO:0043231', 'GO:0016604', 'GO:0005654', 'GO:0005634', 'GO:0042802', 'GO:0003723', 'GO:0043565', 'GO:0060765', 'GO:0050684', 'GO:0006357', 'GO:0060008']"
237,Q14185,DOCK1,https://www.antibodypedia.com/gene/3822/DOCK1,276,40.0,226,9,0,1.6778293453304223,"['GO:0005737', 'GO:0005829', 'GO:0098978', 'GO:0032045', 'GO:0016607', 'GO:0005654', 'GO:0005886', 'GO:0098794', 'GO:0005096', 'GO:0005085', 'GO:0017124', 'GO:0031267', 'GO:0006915', 'GO:0016477', 'GO:0007229', 'GO:0007520', 'GO:0006911', 'GO:0010634', 'GO:1900026', 'GO:0150052', 'GO:0007165', 'GO:0007264']"
238,Q14254,FLOT2,https://www.antibodypedia.com/gene/666/FLOT2,323,38.0,96,1,0,0.598230152760717,"['GO:0002080', 'GO:0005912', 'GO:0016323', 'GO:0005901', 'GO:0044291', 'GO:0031410', 'GO:0032839', 'GO:0030139', 'GO:0005768', 'GO:0070062', 'GO:0016600', 'GO:0005925', 'GO:0098978', 'GO:0043231', 'GO:0030027', 'GO:0016020', 'GO:0048471', 'GO:0005886', 'GO:0001931', 'GO:0031982', 'GO:0002020', 'GO:0098937', 'GO:0007155', 'GO:0008544', 'GO:1902992', 'GO:0010629', 'GO:0043123', 'GO:1903905', 'GO:0072659', 'GO:0044860', 'GO:0050821', 'GO:0045661', 'GO:0099072']"
239,Q14324,MYBPC2,https://www.antibodypedia.com/gene/32323/MYBPC2,167,31.0,30,21,-1,3.1056164472632006,"['GO:0005829', 'GO:0032982', 'GO:0003779', 'GO:0008307', 'GO:0007155', 'GO:0045214']"
240,Q14517,FAT1,https://www.antibodypedia.com/gene/964/FAT1,174,25.0,931,8,0,0.782538140977002,"['GO:0016324', 'GO:0005911', 'GO:0005829', 'GO:0070062', 'GO:0030175', 'GO:0005925', 'GO:0030027', 'GO:0005634', 'GO:0048471', 'GO:0005886', 'GO:0005509', 'GO:0007015', 'GO:0009653', 'GO:0007155', 'GO:0016477', 'GO:0098609', 'GO:0007267', 'GO:1904385', 'GO:0003382', 'GO:0003412', 'GO:0007163', 'GO:0007156', 'GO:0002088', 'GO:1904754']"
241,Q14571,ITPR2,https://www.antibodypedia.com/gene/24309/ITPR2,121,30.0,160,4,0,0.6945478180868027,"['GO:0005938', 'GO:0005783', 'GO:0005789', 'GO:0016020', 'GO:0005654', 'GO:0005886', 'GO:0031095', 'GO:0043235', 'GO:0016529', 'GO:0033017', 'GO:0030667', 'GO:0005509', 'GO:0015085', 'GO:0070679', 'GO:0005220', 'GO:0035091', 'GO:0097110', 'GO:0044325', 'GO:0071320', 'GO:0071361', 'GO:0051209', 'GO:0001666', 'GO:0007165']"
242,Q14674,ESPL1,https://www.antibodypedia.com/gene/26971/ESPL1,652,27.0,150,17,0,3.6044761632952005,"['GO:0005813', 'GO:0005737', 'GO:0005829', 'GO:0072686', 'GO:0005634', 'GO:0003824', 'GO:0004197', 'GO:0008234', 'GO:0006915', 'GO:0040001', 'GO:0045143', 'GO:0051307', 'GO:0000212', 'GO:0000281', 'GO:0000070', 'GO:0051306', 'GO:0045875', 'GO:0045842', 'GO:0006508']"
243,Q14997,PSME4,https://www.antibodypedia.com/gene/30226/PSME4,104,22.0,29,7,2,2.142807604246914,"['GO:0005829', 'GO:0016607', 'GO:0005654', 'GO:0005634', 'GO:1990111', 'GO:0070577', 'GO:0016504', 'GO:0070628', 'GO:0006974', 'GO:0006281', 'GO:0010499', 'GO:0035092']"
244,Q14C86,GAPVD1,https://www.antibodypedia.com/gene/30544/GAPVD1,97,18.0,23,4,0,0.7675181451682178,"['GO:0005829', 'GO:0030139', 'GO:0005768', 'GO:0005886', 'GO:0045296', 'GO:0032794', 'GO:0005096', 'GO:0005085', 'GO:0031267', 'GO:0006897', 'GO:0051223']"
245,Q14CZ7,FASTKD3,https://www.antibodypedia.com/gene/22426/FASTKD3,180,27.0,8,0,-2,-0.6135121470703067,"['GO:0005759', 'GO:0005739', 'GO:0005654', 'GO:0035770', 'GO:0003723', 'GO:0033617', 'GO:0000963', 'GO:0070131', 'GO:0044528']"
246,Q15111,PLCL1,https://www.antibodypedia.com/gene/34073/PLCL1,144,24.0,65,1,0,0.335977545328477,"['GO:0005737', 'GO:0004435', 'GO:0004629', 'GO:0007214', 'GO:0035556', 'GO:0006629', 'GO:0120163', 'GO:0032228']"
247,Q15121,PEA15,https://www.antibodypedia.com/gene/20486/PEA15,476,35.0,263,1,0,0.7080230257873865,"['GO:0005829', 'GO:0043231', 'GO:0005875', 'GO:0005654', 'GO:0006915', 'GO:0000165', 'GO:1902042', 'GO:0046325', 'GO:0071702', 'GO:1902043']"
248,Q15413,RYR3,https://www.antibodypedia.com/gene/41923/RYR3,41,16.0,7062,5,0,-4.894449800226338,"['GO:0034704', 'GO:0016020', 'GO:0042383', 'GO:0033017', 'GO:0005790', 'GO:0030018', 'GO:0005509', 'GO:0048763', 'GO:0005516', 'GO:0015278', 'GO:0005219', 'GO:0070588', 'GO:0006816', 'GO:0071318', 'GO:0071313', 'GO:0071277', 'GO:0071286', 'GO:0006874', 'GO:0051289', 'GO:0051209', 'GO:0014808', 'GO:0006941']"
249,Q15477,SKIV2L,https://www.antibodypedia.com/gene/28089/SKIV2L,94,23.0,94,7,0,1.1777454167144463,"['GO:0005829', 'GO:0005634', 'GO:0055087', 'GO:0034458', 'GO:0005524', 'GO:0016887', 'GO:0003723', 'GO:0003724', 'GO:0070478', 'GO:0072344']"
250,Q15554,TERF2,https://www.antibodypedia.com/gene/1053/TERF2,630,45.0,372,9,3,3.471674261058915,"['GO:1904115', 'GO:0000781', 'GO:0001673', 'GO:0016604', 'GO:0000783', 'GO:0005654', 'GO:0005634', 'GO:0070187', 'GO:0003691', 'GO:0019899', 'GO:0098505', 'GO:0042803', 'GO:0044877', 'GO:0042162', 'GO:0008089', 'GO:0099088', 'GO:0090398', 'GO:0001701', 'GO:1903770', 'GO:2000773', 'GO:1905778', 'GO:0010629', 'GO:1904430', 'GO:1904354', 'GO:0032208', 'GO:0032214', 'GO:0032211', 'GO:1904357', 'GO:1903824', 'GO:1905839', 'GO:0010628', 'GO:0051000', 'GO:0032206', 'GO:0031848', 'GO:0070198', 'GO:0032204', 'GO:0032210', 'GO:0006278', 'GO:0016233', 'GO:0000723', 'GO:0061820', 'GO:0031627']"
251,Q15771,RAB30,https://www.antibodypedia.com/gene/31346/RAB30,301,25.0,31,3,0,0.9310313003864268,"['GO:0005801', 'GO:0031985', 'GO:0000139', 'GO:0005795', 'GO:0043231', 'GO:0005802', 'GO:0005525', 'GO:0003924', 'GO:0007030', 'GO:0032482', 'GO:0016192']"
252,Q15785,TOMM34,https://www.antibodypedia.com/gene/12625/TOMM34,333,26.0,53,1,0,0.6492921895155482,"['GO:0005829', 'GO:0043231', 'GO:0016020', 'GO:0005741', 'GO:0005739', 'GO:0005634', 'GO:0031072', 'GO:0006626']"
253,Q15822,CHRNA2,https://www.antibodypedia.com/gene/10197/CHRNA2,162,23.0,119,1,0,0.3209315724800894,"['GO:0005892', 'GO:0045171', 'GO:0016020', 'GO:0043005', 'GO:0120111', 'GO:0005654', 'GO:0005886', 'GO:0045211', 'GO:0045202', 'GO:0015464', 'GO:0022848', 'GO:1901363', 'GO:0050997', 'GO:0095500', 'GO:0071316', 'GO:0051899', 'GO:0098828', 'GO:0006811', 'GO:0035094', 'GO:0007165', 'GO:0007271']"
254,Q16236,NFE2L2,https://www.antibodypedia.com/gene/903/NFE2L2,842,45.0,10226,8,13,0.11400129472617504,"['GO:0005813', 'GO:0000785', 'GO:0005737', 'GO:0005829', 'GO:0005794', 'GO:0016592', 'GO:0043228', 'GO:0005654', 'GO:0005634', 'GO:0005886', 'GO:0032993', 'GO:0090575', 'GO:0003677', 'GO:0001228', 'GO:0003700', 'GO:0000981', 'GO:0140693', 'GO:0019904', 'GO:0000978', 'GO:0061629', 'GO:0043565', 'GO:0000976', 'GO:0001221', 'GO:0031625', 'GO:0046223', 'GO:0045454', 'GO:1904385', 'GO:0071280', 'GO:0071498', 'GO:0042149', 'GO:0070301', 'GO:0071456', 'GO:0071499', 'GO:0034599', 'GO:0071356', 'GO:0071466', 'GO:0030968', 'GO:0006954', 'GO:0140467', 'GO:0010667', 'GO:1900038', 'GO:2000352', 'GO:0110076', 'GO:1902037', 'GO:1902176', 'GO:1904753', 'GO:0036499', 'GO:0045766', 'GO:0030194', 'GO:0043536', 'GO:0045893', 'GO:1904294', 'GO:0010628', 'GO:0046326', 'GO:1903788', 'GO:0010976', 'GO:2000379', 'GO:0045944', 'GO:2000060', 'GO:0010499', 'GO:0043161', 'GO:0016567', 'GO:1900407', 'GO:0045995', 'GO:0045088', 'GO:2000121', 'GO:0006357', 'GO:0002931', 'GO:0006979']"
255,Q16650,TBR1,https://www.antibodypedia.com/gene/35331/TBR1,205,31.0,375,1,7,3.317935987305668,"['GO:0000785', 'GO:0005634', 'GO:0031490', 'GO:0003700', 'GO:0000981', 'GO:0019901', 'GO:0000978', 'GO:0021764', 'GO:0007420', 'GO:0001708', 'GO:0021987', 'GO:0006338', 'GO:0021902', 'GO:0001661', 'GO:0010467', 'GO:0030902', 'GO:0045892', 'GO:0045944', 'GO:1902667', 'GO:0010975', 'GO:0006357', 'GO:0010092']"
256,Q17R98,ZNF827,https://www.antibodypedia.com/gene/56760/ZNF827,21,10.0,16,1,3,1.5224551874086807,"['GO:0000785', 'GO:0000781', 'GO:0005634', 'GO:1990904', 'GO:0003677', 'GO:0046872', 'GO:0120325', 'GO:0006338', 'GO:0070200', 'GO:0045892', 'GO:1904791', 'GO:0045944', 'GO:0000723']"
257,Q17RY0,CPEB4,https://www.antibodypedia.com/gene/28980/CPEB4,149,23.0,140,4,-3,-0.588341299299134,"['GO:0005737', 'GO:0030425', 'GO:0043197', 'GO:0005783', 'GO:0030426', 'GO:1990124', 'GO:0043005', 'GO:0005634', 'GO:0048471', 'GO:0014069', 'GO:0045202', 'GO:0046872', 'GO:0003730', 'GO:0000900', 'GO:0043022', 'GO:0003723', 'GO:0008135', 'GO:0071230', 'GO:0036294', 'GO:0042149', 'GO:0035235', 'GO:2000766', 'GO:0043524', 'GO:0002931']"
258,Q27J81,INF2,https://www.antibodypedia.com/gene/14838/INF2,193,28.0,343,7,0,1.1340638497038704,"['GO:0005884', 'GO:0048471', 'GO:0003779', 'GO:0031267', 'GO:0030041', 'GO:0090140']"
259,Q2LD37,KIAA1109,https://www.antibodypedia.com/gene/26783/KIAA1109,12,7.0,48,1,0,0.13781433568632723,"['GO:0005789', 'GO:0140268', 'GO:0016020', 'GO:0031966', 'GO:0005634', 'GO:0005886', 'GO:0098793', 'GO:1904121', 'GO:0032456', 'GO:0016197', 'GO:0120009', 'GO:0006909', 'GO:0001558', 'GO:0030856', 'GO:0048488']"
260,Q2M2I8,AAK1,https://www.antibodypedia.com/gene/7943/AAK1,349,38.0,149,4,0,1.0696851232699605,"['GO:0031252', 'GO:0005905', 'GO:0030136', 'GO:0005829', 'GO:0043231', 'GO:0005886', 'GO:0098793', 'GO:0043195', 'GO:0035612', 'GO:0005524', 'GO:0005112', 'GO:0106310', 'GO:0004674', 'GO:0061024', 'GO:0045747', 'GO:0140238', 'GO:0006468', 'GO:0050821', 'GO:2000369', 'GO:0032880']"
261,Q2TAY7,SMU1,https://www.antibodypedia.com/gene/10816/SMU1,111,23.0,34,6,-3,-0.24786384911907056,"['GO:0005737', 'GO:0016607', 'GO:0005654', 'GO:0005634', 'GO:0071011', 'GO:0071005', 'GO:0000398', 'GO:0000381', 'GO:0008380']"
262,Q2V2M9,FHOD3,https://www.antibodypedia.com/gene/8734/FHOD3,51,12.0,74,0,0,0.02167456461267065,"['GO:0005737', 'GO:0005856', 'GO:0030018', 'GO:0051015', 'GO:0055003', 'GO:0030866', 'GO:0045214']"
263,Q2YD98,UVSSA,https://www.antibodypedia.com/gene/22237/UVSSA,43,17.0,53,4,1,1.1044171686422444,"['GO:0005694', 'GO:0005654', 'GO:0000993', 'GO:0016567', 'GO:0009411', 'GO:0006283']"
264,Q32NC0,C18orf21,https://www.antibodypedia.com/gene/54637/C18orf21,24,10.0,2,1,0,0.19453046336564317,[]
265,Q32P51,HNRNPA1L2,https://www.antibodypedia.com/gene/35162/HNRNPA1L2,29,11.0,4,1,-1,-0.24711340709772706,"['GO:0071013', 'GO:0005737', 'GO:0003730', 'GO:0000398', 'GO:0051028']"
266,Q3B7T1,EDRF1,https://www.antibodypedia.com/gene/32399/EDRF1,55,13.0,11,0,1,0.5274261353536992,"['GO:0005634', 'GO:0045893']"
267,Q460N5,PARP14,https://www.antibodypedia.com/gene/2150/PARP14,89,19.0,146,1,1,0.6297572620704693,"['GO:0005737', 'GO:0005829', 'GO:0016020', 'GO:0005634', 'GO:0005886', 'GO:0019899', 'GO:0003950', 'GO:0070403', 'GO:1990404', 'GO:0016779', 'GO:0003714', 'GO:0045087', 'GO:0010629', 'GO:0060336', 'GO:0042532', 'GO:1902216', 'GO:0042531', 'GO:0070212']"
268,Q4G0N7,FAM229B,https://www.antibodypedia.com/gene/50601/FAM229B,33,5.0,1,0,0,0.05218625390804903,[]
269,Q4KMP7,TBC1D10B,https://www.antibodypedia.com/gene/27194/TBC1D10B,104,21.0,14,4,0,0.7860864857896783,"['GO:0005829', 'GO:0005886', 'GO:0005096', 'GO:0043087', 'GO:0042147']"
270,Q53GS7,GLE1,https://www.antibodypedia.com/gene/31163/GLE1,197,30.0,110,9,-1,1.197326014621101,"['GO:0005814', 'GO:0005813', 'GO:0036064', 'GO:0005737', 'GO:0005829', 'GO:0005615', 'GO:0016020', 'GO:0005635', 'GO:0031965', 'GO:0005643', 'GO:0044614', 'GO:0005730', 'GO:0042802', 'GO:0000822', 'GO:0005543', 'GO:0031369', 'GO:0006406', 'GO:0006913', 'GO:0016973', 'GO:0015031']"
271,Q5GFL6,VWA2,https://www.antibodypedia.com/gene/46200/VWA2,103,21.0,24,2,0,0.4611149568484822,"['GO:0005604', 'GO:0070062', 'GO:0005615', 'GO:0005509', 'GO:0042802', 'GO:0007161', 'GO:0046626']"
272,Q5JQF8,PABPC1L2A,https://www.antibodypedia.com/gene/27980/PABPC1L2B,25,6.0,0,1,0,0.19776450136596424,"['GO:0010494', 'GO:0005829', 'GO:0070062', 'GO:0005634', 'GO:1990904', 'GO:0003730', 'GO:0008143', 'GO:0008266']"
273,Q5JQF8,PABPC1L2B,https://www.antibodypedia.com/gene/27980/PABPC1L2B,25,6.0,1,1,0,0.19695051628980684,"['GO:0010494', 'GO:0005829', 'GO:0070062', 'GO:0005634', 'GO:1990904', 'GO:0003730', 'GO:0008143', 'GO:0008266']"
274,Q5JQF8,PABPC1L2A,https://www.antibodypedia.com/gene/27980/PABPC1L2B,25,6.0,0,1,0,0.19776450136596424,"['GO:0010494', 'GO:0005829', 'GO:0070062', 'GO:0005634', 'GO:1990904', 'GO:0003730', 'GO:0008143', 'GO:0008266']"
275,Q5JQF8,PABPC1L2B,https://www.antibodypedia.com/gene/27980/PABPC1L2B,25,6.0,1,1,0,0.19695051628980684,"['GO:0010494', 'GO:0005829', 'GO:0070062', 'GO:0005634', 'GO:1990904', 'GO:0003730', 'GO:0008143', 'GO:0008266']"
276,Q5JTV8,TOR1AIP1,https://www.antibodypedia.com/gene/34423/TOR1AIP1,110,26.0,44,3,0,0.6136905354271855,"['GO:0005635', 'GO:0005637', 'GO:0031965', 'GO:0005634', 'GO:0001671', 'GO:0051117', 'GO:0008092', 'GO:0005521', 'GO:0071763', 'GO:0032781', 'GO:0090435', 'GO:0034504']"
277,Q5JWF2,GNAS,https://www.antibodypedia.com/gene/4152/GNAS,792,43.0,1990,11,0,1.3859162908915936,"['GO:0016324', 'GO:0005737', 'GO:0005829', 'GO:0070062', 'GO:0005834', 'GO:0016020', 'GO:0010856', 'GO:0031698', 'GO:0051430', 'GO:0031748', 'GO:0031683', 'GO:0005525', 'GO:0003924', 'GO:0005159', 'GO:0035255', 'GO:0046872', 'GO:0031852', 'GO:0007191', 'GO:0007189', 'GO:0060348', 'GO:0048589', 'GO:0070527', 'GO:0120162', 'GO:0007606']"
278,Q5SZK8,FREM2,https://www.antibodypedia.com/gene/23253/FREM2,109,28.0,101,1,0,0.2504617079065913,"['GO:0005604', 'GO:0062023', 'GO:0070062', 'GO:0005886', 'GO:0046872', 'GO:0009653', 'GO:0007155', 'GO:0007154', 'GO:0042733', 'GO:0001654', 'GO:0007507', 'GO:0048839', 'GO:0001822', 'GO:0002009']"
279,Q5SZL2,CEP85L,https://www.antibodypedia.com/gene/32566/CEP85L,73,14.0,20,1,0,0.2585760565471163,"['GO:0005813', 'GO:0005737', 'GO:0000242', 'GO:0001764']"
280,Q5T4S7,UBR4,https://www.antibodypedia.com/gene/2856/UBR4,127,27.0,98,5,0,0.9122641050624074,"['GO:0005813', 'GO:0005737', 'GO:0005829', 'GO:0005768', 'GO:0101003', 'GO:0016020', 'GO:0005654', 'GO:0005886', 'GO:0035579', 'GO:0070821', 'GO:0005516', 'GO:0061630', 'GO:0004842', 'GO:0008270', 'GO:0140455', 'GO:0071629', 'GO:0007032', 'GO:0045717', 'GO:0010508', 'GO:0043161', 'GO:0070979', 'GO:0044314', 'GO:0070936', 'GO:0006511', 'GO:0071596']"
281,Q5T9A4,ATAD3B,https://www.antibodypedia.com/gene/26380/ATAD3B,81,24.0,32,2,0,0.4192695835830853,"['GO:0101003', 'GO:0005743', 'GO:0005739', 'GO:0005886', 'GO:0030667', 'GO:0005524', 'GO:0016887', 'GO:0007005']"
282,Q5T9A4,ATAD3B,https://www.antibodypedia.com/gene/26380/ATAD3B,81,24.0,32,2,0,0.4192695835830853,"['GO:0101003', 'GO:0005743', 'GO:0005739', 'GO:0005886', 'GO:0030667', 'GO:0005524', 'GO:0016887', 'GO:0007005']"
283,Q5TC82,RC3H1,https://www.antibodypedia.com/gene/34400/RC3H1,142,21.0,92,6,1,1.5468980779563404,"['GO:0010494', 'GO:0000932', 'GO:1905762', 'GO:0003725', 'GO:0035198', 'GO:0003730', 'GO:0003729', 'GO:0003723', 'GO:0035613', 'GO:0061630', 'GO:0004842', 'GO:0008270', 'GO:0061158', 'GO:0001782', 'GO:0071347', 'GO:0048535', 'GO:0046007', 'GO:0030889', 'GO:0002635', 'GO:2000320', 'GO:0045623', 'GO:0000956', 'GO:0000288', 'GO:0000184', 'GO:0033962', 'GO:1901224', 'GO:0010608', 'GO:0000209', 'GO:0002634', 'GO:2000628', 'GO:0043488', 'GO:1900151', 'GO:0050856', 'GO:0048536', 'GO:0043029', 'GO:0042098', 'GO:0050852', 'GO:0061470', 'GO:0006511']"
284,Q5VT06,CEP350,https://www.antibodypedia.com/gene/34424/CEP350,80,21.0,28,7,0,1.208983481868748,"['GO:0042995', 'GO:0005814', 'GO:0005813', 'GO:0005737', 'GO:0016020', 'GO:0005634', 'GO:0005819', 'GO:0008017', 'GO:0034453', 'GO:1905515', 'GO:0071539']"
285,Q5VT25,CDC42BPA,https://www.antibodypedia.com/gene/34655/CDC42BPA,241,35.0,58,4,-2,0.07420995851343593,"['GO:0042641', 'GO:0031252', 'GO:0005911', 'GO:0005737', 'GO:0005856', 'GO:0005829', 'GO:0070062', 'GO:0030027', 'GO:0005524', 'GO:0042802', 'GO:0000287', 'GO:0106310', 'GO:0004674', 'GO:0030036', 'GO:0031032', 'GO:0016477', 'GO:0006468']"
286,Q5VTT5,MYOM3,https://www.antibodypedia.com/gene/30256/MYOM3,63,19.0,18,6,0,1.032207374048408,"['GO:0031430', 'GO:0042803', 'GO:0045214']"
287,Q5VU43,PDE4DIP,https://www.antibodypedia.com/gene/2152/PDE4DIP,128,23.0,83,7,0,1.2413055593843907,"['GO:0005813', 'GO:0005737', 'GO:0005794', 'GO:0030016', 'GO:0005634', 'GO:0019899', 'GO:0060090', 'GO:0030953', 'GO:0007098', 'GO:0090063', 'GO:0065003', 'GO:1903358']"
288,Q5VWQ8,DAB2IP,https://www.antibodypedia.com/gene/48362/DAB2IP,110,19.0,231,6,4,2.7264986998875202,"['GO:1990597', 'GO:0030424', 'GO:0044300', 'GO:0044301', 'GO:0005737', 'GO:0005829', 'GO:0030425', 'GO:0030139', 'GO:0043025', 'GO:0032809', 'GO:1990032', 'GO:0005886', 'GO:0071889', 'GO:0045296', 'GO:0005123', 'GO:0005096', 'GO:0042802', 'GO:0019900', 'GO:0031434', 'GO:0031435', 'GO:0043548', 'GO:0036312', 'GO:0032266', 'GO:0070273', 'GO:0042803', 'GO:0019901', 'GO:0051721', 'GO:0043539', 'GO:0044877', 'GO:0017124', 'GO:0035591', 'GO:0043184', 'GO:0001525', 'GO:0021814', 'GO:0071364', 'GO:0071347', 'GO:0071222', 'GO:0071356', 'GO:0034620', 'GO:0035924', 'GO:0072577', 'GO:0008625', 'GO:0006954', 'GO:0045087', 'GO:0035556', 'GO:0070059', 'GO:0021819', 'GO:0016525', 'GO:0043124', 'GO:0090090', 'GO:0008285', 'GO:0045892', 'GO:0010596', 'GO:0042059', 'GO:0010633', 'GO:0050680', 'GO:0010719', 'GO:0070373', 'GO:0048147', 'GO:0070317', 'GO:0034260', 'GO:0043407', 'GO:0032088', 'GO:0051898', 'GO:0042177', 'GO:0071901', 'GO:0046580', 'GO:0034144', 'GO:0000122', 'GO:0030948', 'GO:1900747', 'GO:0048812', 'GO:0043065', 'GO:2001235', 'GO:0043123', 'GO:1900006', 'GO:1903896', 'GO:0046330', 'GO:0043507', 'GO:0043410', 'GO:2001224', 'GO:0010976', 'GO:1901800', 'GO:0045732', 'GO:0071902', 'GO:0031334', 'GO:0090129', 'GO:0045944', 'GO:0030163', 'GO:0043122', 'GO:0051726', 'GO:0043087', 'GO:1900744', 'GO:0043254', 'GO:0035148', 'GO:0036324']"
289,Q63HM2,PCNX4,https://www.antibodypedia.com/gene/41/PCNX4,67,15.0,3,0,0,0.10516459058794689,['GO:0016020']
290,Q63ZY3,KANK2,https://www.antibodypedia.com/gene/2885/KANK2,191,28.0,37,6,1,1.6703645816973043,"['GO:0005737', 'GO:0005739', 'GO:0006915', 'GO:0072073', 'GO:0030837', 'GO:0008285', 'GO:2000134', 'GO:0033147', 'GO:0043069', 'GO:0000122', 'GO:0070563', 'GO:0090521', 'GO:0035023']"
291,Q6AI08,HEATR6,https://www.antibodypedia.com/gene/31155/HEATR6,54,11.0,5,6,0,1.028334569406398,['GO:0003723']
292,Q6GQQ9,OTUD7B,https://www.antibodypedia.com/gene/72463/OTUD7B,231,29.0,81,7,2,2.3044509969835234,"['GO:0005737', 'GO:0005829', 'GO:0005634', 'GO:0004843', 'GO:0008234', 'GO:0003677', 'GO:1990380', 'GO:0070530', 'GO:0008270', 'GO:0002250', 'GO:0001701', 'GO:0002385', 'GO:0043124', 'GO:0032717', 'GO:1900181', 'GO:0000122', 'GO:0035871', 'GO:0071108', 'GO:0070536', 'GO:0006508']"
293,Q6MZQ0,PRR5L,https://www.antibodypedia.com/gene/13120/PRR5L,76,24.0,16,2,0,0.4242630055615726,"['GO:0031932', 'GO:0031625', 'GO:0034599', 'GO:0001933', 'GO:0009968', 'GO:0043491', 'GO:0090316', 'GO:0061014', 'GO:0051897', 'GO:0001934', 'GO:0010762', 'GO:0038203']"
294,Q6N069,NAA16,https://www.antibodypedia.com/gene/23410/NAA16,60,19.0,7,0,2,0.9867586544494469,"['GO:0005737', 'GO:0005829', 'GO:0070062', 'GO:0031415', 'GO:0005634', 'GO:0005667', 'GO:0043022', 'GO:0006474', 'GO:0043066', 'GO:0045893', 'GO:0050821']"
295,Q6NUT3,MFSD12,https://www.antibodypedia.com/gene/23242/MFSD12,63,17.0,29,0,0,0.0775767072158292,"['GO:0005770', 'GO:0005765', 'GO:0005764', 'GO:0042470', 'GO:0033162', 'GO:0005886', 'GO:0033229', 'GO:0015293', 'GO:0008643', 'GO:1903712', 'GO:0042438', 'GO:0048022', 'GO:0071702', 'GO:0043474', 'GO:0048021']"
296,Q6NXR4,TTI2,https://www.antibodypedia.com/gene/10728/TTI2,47,17.0,37,1,0,0.2029805462042777,"['GO:0005634', 'GO:0110078', 'GO:2000003', 'GO:0050821']"
297,Q6NZ67,MZT2B,https://www.antibodypedia.com/gene/77852/MZT2B,19,9.0,3,1,0,0.1856861390494545,"['GO:0005813', 'GO:0005829', 'GO:0000931', 'GO:0005654', 'GO:0005819']"
298,Q6P0N0,MIS18BP1,https://www.antibodypedia.com/gene/12/MIS18BP1,55,13.0,17,11,1,2.256283081720641,"['GO:0000775', 'GO:0005654', 'GO:0003677', 'GO:0051301']"
299,Q6P1J6,PLB1,https://www.antibodypedia.com/gene/2675/PLB1,129,14.0,132,1,0,0.2573495275058366,"['GO:0016324', 'GO:0031526', 'GO:0005886', 'GO:0047499', 'GO:0004622', 'GO:0102545', 'GO:0004623', 'GO:0050253', 'GO:0004806', 'GO:0046340', 'GO:0036151', 'GO:0034638', 'GO:0046338', 'GO:0034478', 'GO:0006644', 'GO:2000344', 'GO:0001523', 'GO:0019433']"
300,Q6P3V2,ZNF585A,https://www.antibodypedia.com/gene/73626/ZNF585A,11,9.0,2,0,3,1.360177494829014,"['GO:0005634', 'GO:0001228', 'GO:0046872', 'GO:0000978', 'GO:0006357']"
